t_s,target_kmh,speed_kmh,battery_kw,soc_pct,pack_c,motor_c,inverter_c
444,0.2,2.2802,0.6674,79.5346,23.0218,30.3354,31.8111
445,0,1.3904,0.7152,79.5343,23.0218,30.3364,31.7972
446,0,0,0.7,79.5341,23.0218,30.3369,31.7826
447,0,0,0.7,79.5339,23.0218,30.3374,31.7682
448,0,0,0.7,79.5337,23.0218,30.338,31.7539
449,0,0,0.7,79.5334,23.0218,30.3385,31.7398
450,0,0,0.7,79.5332,23.0218,30.3391,31.7258
451,0,0,0.7,79.533,23.0218,30.3398,31.7121
452,0,0,0.7,79.5328,23.0218,30.3404,31.6985
453,0,0,0.7,79.5325,23.0218,30.3411,31.6851
454,0,0,0.7,79.5323,23.0218,30.3418,31.6718
455,0,0,0.7,79.5321,23.0218,30.3425,31.6587
456,0,0,0.7,79.5319,23.0218,30.3432,31.6458
457,0,0,0.7,79.5316,23.0218,30.3439,31.633
458,0,0,0.7,79.5314,23.0218,30.3447,31.6204
459,0,0,0.7,79.5312,23.0218,30.3455,31.6079
460,0,0,0.7,79.531,23.0218,30.3463,31.5956
461,0,0,0.7,79.5307,23.0218,30.3471,31.5834
462,0,0,0.7,79.5305,23.0218,30.3479,31.5714
463,0,0,0.7,79.5303,23.0218,30.3488,31.5595
464,0,0,0.7,79.53,23.0218,30.3497,31.5478
465,0,0,0.7,79.5298,23.0218,30.3506,31.5362
466,0,0,0.7,79.5296,23.0218,30.3515,31.5247
467,0,0,0.7,79.5294,23.0218,30.3524,31.5134
468,0,0,0.7,79.5291,23.0218,30.3533,31.5022
469,0,0,0.7,79.5289,23.0218,30.3543,31.4912
470,0,0,0.7,79.5287,23.0218,30.3552,31.4802
471,0,0,0.7,79.5285,23.0218,30.3562,31.4694
472,0,0,0.7,79.5282,23.0218,30.3572,31.4588
473,0,0,0.7,79.528,23.0218,30.3582,31.4482
474,0,0,0.7,79.5278,23.0218,30.3592,31.4378
475,0,0,0.7,79.5276,23.0218,30.3603,31.4275
476,0,0,0.7,79.5273,23.0218,30.3613,31.4173
477,0,0,0.7,79.5271,23.0218,30.3624,31.4072
478,0,0,0.7,79.5269,23.0218,30.3634,31.3973
479,0,0,0.7,79.5267,23.0218,30.3645,31.3875
480,0,0,0.7,79.5264,23.0218,30.3656,31.3777
481,0,0,0.7,79.5262,23.0218,30.3667,31.3681
482,0,0,0.7,79.526,23.0218,30.3678,31.3586
483,0,0,0.7,79.5257,23.0217,30.3689,31.3492
484,0,0,0.7,79.5255,23.0217,30.3701,31.3399
485,0,0,0.7,79.5253,23.0217,30.3712,31.3308
486,0,0,0.7,79.5251,23.0217,30.3723,31.3217
487,0,0,0.7,79.5248,23.0217,30.3735,31.3127
488,0,0,0.7,79.5246,23.0217,30.3747,31.3038
489,0,0,0.7,79.5244,23.0217,30.3759,31.295
490,0,0,0.7,79.5242,23.0217,30.377,31.2864
491,0,0,0.7,79.5239,23.0217,30.3782,31.2778
492,0,0,0.7,79.5237,23.0217,30.3794,31.2693
493,0,0,0.7,79.5235,23.0217,30.3806,31.2609
494,0,0,0.7,79.5233,23.0217,30.3819,31.2526
495,0,0,0.7,79.523,23.0217,30.3831,31.2444
496,0,0,0.7,79.5228,23.0217,30.3843,31.2363
497,0,0,0.7,79.5226,23.0217,30.3856,31.2283
498,0,0,0.7,79.5223,23.0217,30.3868,31.2203
499,0,0,0.7,79.5221,23.0217,30.3881,31.2125
500,0,0,0.7,79.5219,23.0217,30.3893,31.2047
501,0,0,0.7,79.5217,23.0217,30.3906,31.197
502,0,0,0.7,79.5214,23.0217,30.3918,31.1894
503,0,0,0.7,79.5212,23.0217,30.3931,31.1819
504,0,0,0.7,79.521,23.0217,30.3944,31.1745
505,0,0,0.7,79.5208,23.0217,30.3957,31.1671
506,0,0,0.7,79.5205,23.0217,30.397,31.1598
507,0,0,0.7,79.5203,23.0217,30.3983,31.1526
508,0,0,0.7,79.5201,23.0217,30.3996,31.1455
509,0,0,0.7,79.5199,23.0217,30.4009,31.1384
510,0,0,0.7,79.5196,23.0217,30.4022,31.1315
511,0,0.1926,0.8567,79.5194,23.0217,30.404,31.1255
512,0.5,1.3176,1.3219,79.5191,23.0217,30.4089,31.1259
513,2.5,3.4627,2.9944,79.5183,23.0217,30.4205,31.1399
514,6.6,6.9117,7.1939,79.5166,23.0217,30.4454,31.1806
515,11.8,11.3393,12.4801,79.5133,23.0218,30.4838,31.2483
516,16.8,15.7562,14.9145,79.5088,23.0218,30.5233,31.3179
517,20.5,19.1763,13.8181,79.5044,23.0219,30.5513,31.364
518,21.9,21.1834,7.9304,79.5012,23.022,30.5673,31.3858
519,21.9,21.7256,2.6824,79.4997,23.022,30.5762,31.3931
520,21.3,21.4303,1.0664,79.4992,23.022,30.5835,31.3973
521,20.3,21.0596,1.0591,79.4989,23.022,30.5906,31.4012
522,19.2,19.6675,1.0319,79.4996,23.022,30.6044,31.4185
523,17.8,17.7668,0.9954,79.5006,23.022,30.621,31.4415
524,15.5,15.0776,0.9455,79.5021,23.0221,30.6407,31.4706
525,11.9,11.4808,-4.4574,79.5039,23.0221,30.6608,31.5003
526,7.6,8.5215,-1.952,79.5049,23.0221,30.6731,31.5144
527,4,5.9702,-0.445,79.5054,23.0221,30.6833,31.5242
528,2,3.7351,0.3803,79.5054,23.0221,30.6926,31.532
529,1,2.4742,0.6394,79.5053,23.0221,30.6952,31.5264
530,0,1.4498,0.7162,79.5051,23.0221,30.6965,31.5183
531,0,0,0.7,79.5049,23.0221,30.6973,31.5092
532,0,0.0186,0.7198,79.5046,23.0221,30.6981,31.5003
533,0.2,0.5817,0.9139,79.5044,23.0221,30.7004,31.4944
534,1.2,1.6312,1.267,79.504,23.0221,30.7045,31.4922
535,3.2,3.2278,2.5997,79.5034,23.0221,30.7119,31.4967
536,5.2,5.6675,4.4899,79.5023,23.0221,30.7257,31.5141
537,8.2,8.9423,7.8508,79.5002,23.0221,30.7484,31.5495
538,13,13.1313,12.9873,79.4966,23.0221,30.7836,31.6098
539,18.8,17.6497,17.8721,79.4914,23.0223,30.8247,31.6817
540,23.1,21.4688,17.5236,79.486,23.0224,30.8577,31.7371
541,24.5,23.7844,9.8184,79.482,23.0225,30.8766,31.7639
542,24.5,24.4991,3.1654,79.4801,23.0225,30.8866,31.7725
543,24.3,24.2608,1.1237,79.4795,23.0225,30.8944,31.7768
544,23.6,23.8852,1.116,79.4792,23.0225,30.902,31.7808
545,22.3,22.9994,1.0979,79.4794,23.0225,30.9129,31.7913
546,20.1,20.6334,-14.8709,79.4812,23.0225,30.9332,31.8209
547,18.5,19.191,1.0226,79.4819,23.0226,30.9466,31.8363
548,17.2,17.8018,0.9961,79.4824,23.0226,30.9591,31.8501
549,16.3,16.9407,0.9799,79.4825,23.0226,30.9676,31.8556
550,15.4,16.1065,0.9644,79.4826,23.0226,30.9754,31.8598
551,14.7,15.2992,0.9496,79.4826,23.0226,30.9827,31.8629
552,14.3,14.5193,0.9354,79.4826,23.0226,30.9894,31.865
553,13.7,14.1581,0.9289,79.4823,23.0226,30.9936,31.862
554,13.3,13.7974,0.9224,79.482,23.0226,30.9977,31.8589
555,13.1,13.437,0.916,79.4817,23.0226,31.0017,31.8557
556,13.1,13.077,0.9096,79.4814,23.0226,31.0056,31.8523
557,13.3,12.7341,1.2596,79.4811,23.0226,31.0094,31.8488
558,13.8,13.1717,4.0924,79.4802,23.0226,31.0144,31.8476
559,14.5,14.2217,3.285,79.4788,23.0226,31.0216,31.8511
560,16.5,15.2036,6.2691,79.4773,23.0226,31.0289,31.8548
561,17,16.2398,4.2281,79.4757,23.0226,31.0368,31.8596
562,17,16.5183,1.1799,79.4748,23.0226,31.0425,31.8601
563,17,16.1555,0.9653,79.4744,23.0226,31.0474,31.859
564,15.4,14.0956,0.9278,79.4754,23.0226,31.0614,31.8762
565,10.1,10.5082,-6.6397,79.477,23.0226,31.0807,31.9042
566,4.8,6.54,-0.7267,79.478,23.0226,31.104,31.94
567,0,2.519,0.1732,79.4783,23.0226,31.1209,31.9628
568,0,0,0.7,79.4781,23.0226,31.1213,31.9524
569,0,0,0.7,79.4778,23.0226,31.1215,31.9416
570,0,0,0.7,79.4776,23.0226,31.1218,31.931
571,0,0,0.7,79.4774,23.0226,31.122,31.9205
572,0,0,0.7,79.4772,23.0226,31.1223,31.9101
573,0,0,0.7,79.4769,23.0226,31.1226,31.8999
574,0,0,0.7,79.4767,23.0226,31.1228,31.8898
575,0,0,0.7,79.4765,23.0226,31.1232,31.8797
576,0,0,0.7,79.4763,23.0226,31.1235,31.8698
577,0,0,0.7,79.476,23.0226,31.1238,31.8601
578,0,0,0.7,79.4758,23.0226,31.1241,31.8504
579,0,0,0.7,79.4756,23.0226,31.1245,31.8408
580,0,0,0.7,79.4754,23.0226,31.1249,31.8314
581,0,0,0.7,79.4751,23.0226,31.1252,31.822
582,0,0,0.7,79.4749,23.0226,31.1256,31.8128
583,0,0,0.7,79.4747,23.0226,31.126,31.8036
584,0,0,0.7,79.4744,23.0226,31.1265,31.7946
585,0,0,0.7,79.4742,23.0226,31.1269,31.7856
586,0,0,0.7,79.474,23.0226,31.1273,31.7768
587,0,0,0.7,79.4738,23.0226,31.1278,31.7681
588,0,0,0.7,79.4735,23.0226,31.1282,31.7594
589,0,0,0.7,79.4733,23.0226,31.1287,31.7509
